,Titre,Language,genre,Directors,Liste acteurs,startYear,averageRating,Poster,weighted_rating
1746,Jack's Back,en,Crime,Rowdy Herrington,"['Diane Erickson', ' Danitza Kingsley', ' James Spader']",1988,5.0,/cfJELOMyamW4iFtVuIlZyFrjbKh.jpg,5.111303670372582
1747,A Wake in Providence,en,Comedy,Rosario Roveto Jr.,"['Kaye Kingston', ' Mike Pagano']",1999,5.0,/nJ3e8zWZskygq8KVgrFhFGRpjw3.jpg,5.529291179948441
1748,The Quarry,en,Drama,Marion Hänsel,"['Marion Hänsel', ' John Lynch']",1998,6.0,/xb8VFyrZya7SlhqnLuXgz5VJxpP.jpg,5.952632963562371
1749,Voyous voyelles,en,Comedy,Serge Meynard,"['Sébastien Loiseau', ' Olivia Bonamy']",1999,6.0,/a6jQeS1itKpFt92UJTrK4LVKawo.jpg,5.963164911844778
1750,Hit and Runway,en,Comedy,Christopher Livingston,"['Bill Cohen', ' Teresa DePriest']",1999,6.0,/xwyfDU3bWMzqZuOK2fbPWkgCfAm.jpg,5.967655214959835
1751,The Whistle Blower,en,Thriller,Simon Langton,"['Julian Battersby', ' Peter Dolman', ' Michael Caine']",1986,6.0,/8FusT17mmswNeuUR8QdZjqifPC.jpg,5.988985525445316
1752,Baxter,en,Comedy,Jérôme Boivin,['Lise Delamare'],1989,6.0,/gbSiQmWfBSirJvnXmqaI1zn4n6L.jpg,5.988996666181548
1753,Short Time,en,Action,Gregg Champion,"['Jack Ammon', ' J. McRee Elrod', ' Dabney Coleman']",1990,6.0,/vnIvxattreWKxl9FylzwI6AoAuL.jpg,5.989011485486355
1754,The Neighbor,en,Horror,Rodney Gibbons,['Rod Steiger'],1993,5.0,/2QEar1pSneflKXfvrhyQfddyWiv.jpg,5.463654872911184
1755,The Secret Agent,en,Drama,Christopher Hampton,"['Hal Sinden', ' Bob Hoskins']",1996,5.0,/bFt9DI5Rwxu8ZXBMJMdYxh9ObPp.jpg,5.157150003999487
1756,Meet the Applegates,en,Comedy,Michael Lehmann,"['Camille Cooper', ' Steven Robert Ross', ' Ed Begley Jr.']",1990,5.0,/2wEFSVP4QJ9qQlpM0yhELmeGw4o.jpg,5.156728407744626
1757,The Underneath,en,Crime,Steven Soderbergh,"['William Reid', ' Kenneth D. Harris', ' Peter Gallagher']",1995,6.0,/xoMf6741KkVgHMqVWCvflqTHf09.jpg,5.992235096810486
1758,A More Perfect Union,en,Drama,Peter N. Johnson,"['J. Scott Bronson', ' James Arrington', ' Jesse Bennett', ' Craig Wasson']",1989,7.0,/4IC8h2V9L9Ns608kFT9UXz8lACt.jpg,6.24875051042944
1759,The Young Poisoner's Handbook,en,Crime,Benjamin Ross,"['Craig Douglas', ' Johnny Brandon', "" Hugh O'Conor""]",1995,7.0,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,6.873061037153115
1760,Spaced Invaders,en,Adventure,Patrick Read Johnson,"['Fred Applegate', ' Douglas Barr', ' Michael McClure']",1990,5.0,/h6VM8pfnthVkvoJyGMcSvfcNhPf.jpg,5.108588315960612
1761,Light It Up,en,Drama,Craig Bolotin,"['Amil', ' Dan De Casual', ' Eriq F. Prince', ' Usher']",1999,6.0,/sHbII8OHz2uoyOpPAVYe0LIJcdN.jpg,5.992427868188973
1762,Vaali,en,Romance,S.J. Suryah,"['Simran', ' S.J. Suryah', ' Ajith Kumar']",1999,7.0,/g9XXkwyRuVAFHTQaFGx2yBRrUar.jpg,6.876475907211148
1763,The Dark Backward,en,Comedy,Adam Rifkin,"['Laurianne Jameson', ' Judd Nelson']",1991,5.0,/kByV9nOywuGIxCUdRkXNjKdK4RY.jpg,5.109069804409446
1764,The Long Day Closes,en,Biography,Terence Davies,['Isobel Buchanan'],1992,7.0,/mnle42mmiuduMOkivkEPK74z8cD.jpg,6.871962526897709
1765,The Return of the Musketeers,en,Action,Richard Lester,"['Ágata Lys', ' Oscar F. Kolombatovich', ' Michael York']",1989,5.0,/u0RxI08qqrrcPoA5Y6vaNcmNOzJ.jpg,5.11051409597883
1766,Back to the USSR - takaisin Ryssiin,en,Comedy,Jari Halonen,"['Antero Nieminen', ' Jari Halonen', ' Ulla Koivuranta', ' Jorma Tommila']",1992,5.0,/6OPfOIY1zefK6UoG2uuesA4w1Qa.jpg,5.653656100551712
1767,A Far Off Place,en,Adventure,Mikael Salomon,"['Paul Tingay', ' Kessia Embry', ' Reese Witherspoon']",1993,6.0,/5zP6zkZjHasC32GO7S64emGpO5w.jpg,5.99217927435765
1768,Meet Wally Sparks,en,Comedy,Peter Baldwin,"['Albert Able', ' Cindy Ambuehl', ' Rodney Dangerfield']",1997,5.0,/6UMSCSprWFFjlllPWSppIZ9Mrn4.jpg,5.111943499854964
1769,Dadetown,en,Drama,Russ Hexter,"['Jim Pryor', ' Jim Pryor']",1995,6.0,/had64ANNvfBKFkoNgULqiyZDxOv.jpg,5.9543554012510125
1770,Let Him Have It,en,Crime,Peter Medak,"['Ben Brazier', ' Paul Quinichette', ' Tom Courtenay']",1991,7.0,/kTrltrhJqn2Crl5E15KxjBxWkH5.jpg,6.872453091928753
1771,Five Corners,en,Crime,Tony Bill,"['Tony Bill', ' Jodie Foster']",1987,6.0,/aU6s2SrCineQnAWqCHdTwUGVc1z.jpg,5.9921867636807455
1772,Buud Yam,en,Drama,Gaston Kaboré,['Gaston Kaboré'],1997,6.0,/wulsAto0TphyWnp9FjhJo1dxP1S.jpg,5.954033960414751
1773,Critical Condition,en,Comedy,Michael Apted,['Richard Pryor'],1987,5.0,/frd8L76UmnZorzwD4n7dkJysTuP.jpg,5.111436364304835
1774,The Unknown Cyclist,en,Drama,Bernard Salzmann,"['Sydney Forest', ' Lea Thompson']",1998,5.0,/qgH0yqkB2d5EkP268wotvfZMp9K.jpg,5.650924946928236
1775,Dog Tags,en,Action,Romano Scavolini,"['Baird Stafford', ' Clive Wood']",1987,5.0,/92zCi1nFRs4XBPk4k0WUVkP0AsX.jpg,5.686290913207744
1776,A Stranger Among Us,en,Crime,Sidney Lumet,"['Robert J. Avrech', ' Jack Beers', ' Melanie Griffith']",1992,5.0,/cJCQxbO1OfNgChUsdXO5UZPhYQK.jpg,5.103376268943701
1777,Blaze,en,Biography,Ron Shelton,"['Garland Bunting', ' Jay Chevalier', ' Lolita Davidovich', ' Paul Newman']",1989,6.0,/kIoO8kipjZg76DjjuHVyMV3s5n6.jpg,5.992787649037453
1778,Masquerade,en,Drama,Bob Swaim,"['Henry Ravelo', ' Lois Diane Hicks', ' Rob Lowe']",1988,6.0,/qnd7y0WlsXmoohkd9GpPqKBwXBh.jpg,5.992792427538532
1779,Walker,en,Biography,Alex Cox,['Ed Harris'],1987,6.0,/Aj2UFC6ZZPSyMBUs6p3bpbbFJnz.jpg,5.992794018965439
1780,Dancing at the Blue Iguana,en,Drama,Michael Radford,"['David Amos', ' Thomas D', ' Ruthanna Hopper', ' Charlotte Ayanna']",2000,5.0,/uk7Peu4c0BmU3FdLNqJEHHzYRVr.jpg,5.103079865878798
1781,Business as Usual,en,Drama,Lezli-An Barrett,"['Stephen McGann', ' Lezli-An Barrett', ' Glenda Jackson']",1988,6.0,/wSaJKMd6UTvQp88Td9QVOqG2jMM.jpg,5.947019662166354
1782,The Sleep Room,en,Biography,Anne Wheeler,"['Leon Pownall', ' Leon Pownall']",1998,6.0,/aAkQp8pWLScScCqt6Lmxruj6uAd.jpg,5.94744623493474
1783,Clean Slate,en,Comedy,Mick Jackson,"['Peter Crook', ' Doree Sitterly', ' Dana Carvey']",1994,5.0,/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,5.103079865878798
1784,Born Yesterday,en,Comedy,Luis Mandoki,"['Marisol Massey', ' Ben Bradlee', ' Melanie Griffith']",1993,5.0,/e1SovsJzyfFDXxDdByh2nLAdcuw.jpg,5.102943636981162
1785,Mrs. Dalloway,en,Drama,Marleen Gorris,"['Stephen Bayly', ' Sarah Badel', ' Vanessa Redgrave']",1997,6.0,/j1GEqK1jTiS2aIozBWnY2RDSXZm.jpg,5.992757237437743
1786,Twenty Bucks,en,Comedy,Keva Rosenfeld,['Linda Hunt'],1993,6.0,/pAZxoG13a8nGTQ5jrs7xzz0t59b.jpg,5.992814643746031
1787,Troublemaker,en,Crime,Andy Bausch,"['Ender Frings', ' Marie-Christine Faber', ' Andy Bausch', ' Thierry van Werveke']",1988,7.0,/fjsUlpUR50KXPmcB1q4ptmu0ryO.jpg,6.129679921396199
1788,"Si je t'aime, prends garde à toi",en,Drama,Jeanne Labrune,"['Jeanne Labrune', ' Nathalie Baye']",1998,5.0,/28MOr1DevRYACrKl8xzdEq7XVD5.jpg,5.764916713411577
1789,The Passion of Darkly Noon,en,Drama,Philip Ridley,"['Philip Ridley', ' Jim Beach', ' Brendan Fraser']",1995,5.0,/kdJU7YIZbfQWxXlK6skHnZ6Z8qg.jpg,5.102875657471818
1790,Extremities,en,Drama,Robert M. Young,"['Roger Steffens', ' Enid Kent', ' Farrah Fawcett']",1986,6.0,/pMN14kaump5CrzbSl1C0a2E0M4f.jpg,5.99284771244674
1791,Caught,en,Action,James F. Collier,"['Marnix Kappers', ' James F. Collier', ' John Shepherd']",1987,6.0,/9RvBcc6GsbvHMDGNuM6Sz52ISLX.jpg,5.945967072672969
1792,Judas Kiss,en,Crime,Sebastian Gutierrez,"['Bobby Hosea', ' Jon David Casey', ' Susan Chesler', ' Alan Rickman']",1998,6.0,/mROu39h5QOipyAbrbDHILEtB1iy.jpg,5.992858667810607
1793,Vincent & Theo,en,Biography,Robert Altman,"['Wladimir Yordanoff', ' Jip Wijngaarden', ' Paul Rhys', ' Tim Roth']",1990,6.0,/2ZCnkRIRH66aPkhHJsv4MQzwDr4.jpg,5.992806725125518
1794,Whore,en,Drama,Ken Russell,"['Joy Baggish', ' David Morales', ' Theresa Russell']",1991,5.0,/fDXWcIf5EiJdKM1tPGw4JSufUi7.jpg,5.103536577734708
1795,Дикий Восток,en,Action,Rashid Nugmanov,"['Rashid Nugmanov', ' Aleksandr Sporykhin']",1993,5.0,/uUeRz39WxUyhgxFEXEY9PlW8rto.jpg,5.753813083700764
1796,Hello Again,en,Comedy,Frank Perry,"['Susan Isaacs', ' Shelley Long']",1987,5.0,/v3Y2xHXlsz521pSHEtN4u7XeNme.jpg,5.112563610764565
1797,Things Change,en,Comedy,David Mamet,"['Michael Merritt', ' Sara Eckhardt', ' Don Ameche']",1988,7.0,/rJZEpf9YBsXkqDoiN83V5LdyBdK.jpg,6.877414064877899
1798,Beautiful Creatures,en,Comedy,Bill Eagles,"['Brian Travers', ' Ali Campbell', ' Rachel Weisz']",2000,5.0,/9LxHipX4skQ3OjenAXt8RhQpV4j.jpg,5.107911362709414
1799,Secret Society,en,Comedy,Imogen Kimmel,['Mikyla Dodd'],2000,5.0,/12QvGfXU7TUSzMoIdwhjlFPefdF.jpg,5.686290913207744
1800,Hot Pursuit,en,Comedy,Steven Lisberger,"['Rowland Gould', ' Steven Lisberger', ' John Cusack']",1987,5.0,/sXf2h7o3fRuKRDvSnJVbCKy7NuG.jpg,5.107811790517756
1801,Other Voices Other Rooms,en,Drama,David Rocksavage,"['Yamilet Hidalgo', ' Wayne Caparas', ' T. Alloy Langenfeld', ' Lothaire Bluteau']",1995,6.0,/AoJSXmiC0oQOmP1F7iKFuCEIKkP.jpg,5.952006046903637
1802,The Ambulance,en,Action,Larry Cohen,"['Jordan Derwin', ' Buddy Miles', ' Eric Roberts']",1990,5.0,/2v57OWou26F89QMVpZdYMo3fP5G.jpg,5.105786353982452
1803,Malarek,en,Action,Roger Cardinal,"['Steven Bednarski', ' Huguette Lafond', ' Elias Koteas']",1988,6.0,/p71LIAeeAK1ekNFCtNW2c39fUZq.jpg,5.951935363614837
1804,Fatal Beauty,en,Action,Tom Holland,"['William Martin Brennan', ' Jennifer Warren', ' Bernie Hern', ' Whoopi Goldberg']",1987,5.0,/bobwwl5NB10N5qfPOwOHb3DyJcT.jpg,5.107662776294512
1805,The Whole Wide World,en,Biography,Dan Ireland,"['Sandy Walper', ' Dan Ireland', "" Vincent D'Onofrio""]",1996,7.0,/a3fZ51F61TJmRyg6NFeX1l2RPEb.jpg,6.8773293670876265
1806,Straight Talk,en,Comedy,Barnet Kellman,"['Etel Billig', ' Robin Eurich']",1992,5.0,/nLEt2IWb77nNWpFMqJwU7aDONZ6.jpg,5.107538912078802
1807,Brothers in Trouble,en,Comedy,Udayan Prasad,"['Udayan Prasad', ' Om Puri']",1995,6.0,/iah8HgpfwAxc8Bdx9EudZ0Gn6Vc.jpg,5.949244341982074
1808,Markova: Comfort Gay,en,Biography,Gil Portes,"['Jeffrey Quizon', ' Dolphy']",2000,6.0,/AbwOf62JlVajiUtOHv8mUECmRmI.jpg,5.951650536139961
1809,Encore,en,Drama,Paul Vecchiali,"['Anne Richard', ' Jean-Louis Rolland']",1988,7.0,/i8IZjwEraA9ZMMDXQOvRReJIz47.jpg,6.21090979539922
1810,George's Island,en,Adventure,Paul Donovan,"['Gary Reineke', ' Ian Bannen']",1989,5.0,/iwoM3KrOY2ZNQdEajrcgxyw6PZs.jpg,5.692391276880702
1811,Russkaya simfoniya,en,Drama,Konstantin Lopushanskiy,['Natalya Akimova'],1994,6.0,/4u8jugsGdTapr0UHAbkv5DV3bbo.jpg,5.951578801030376
1812,Betsy's Wedding,en,Comedy,Alan Alda,"['Michael Zorek', ' Alan Alda']",1990,5.0,/ywIwJw7OVH2UOcqK69obv1DbJZ6.jpg,5.107712401911609
1813,American Gothic,en,Horror,John Hough,['Jono Drake'],1987,5.0,/1DuVYUQTwZtoiUMdUe6inBnCe6.jpg,5.105738486853954
1814,The Souler Opposite,en,Comedy,Bill Kalmenson,"['Brian Stemmler', ' Christopher Meloni']",1998,5.0,/c0bpO1IzWHMecojuZwCw4UsbpVx.jpg,5.682283375028428
1815,Ostatni prom,en,Drama,Waldemar Krzystek,"['Mieczyslaw Franaszek', ' Elwira Romanczuk', ' Barbara Grabowska', ' Krzysztof Kolberger']",1989,6.0,/2MoNmE0dt4JV3vjgEy00GCa4vVa.jpg,5.94794914177747
1816,Return Home,en,Drama,Ray Argall,['Ray Argall'],1990,6.0,/4uwDnGYQiTqM6SyVLjILpUBlpo.jpg,5.94811464530123
1817,Guyver: Dark Hero,en,Action,Steve Wang,"['Wes Deitrick', ' David Hayter']",1994,5.0,/qwxKqCgafnJCatWf6QyBWRFhkXH.jpg,5.113548132141514
1818,The Navigator: A Medieval Odyssey,en,Action,Vincent Ward,"['Vincent Ward', ' Noel Appleby']",1988,6.0,/fdk0zSOsRE854vGF1ZFNestcESX.jpg,5.992436642385741
1819,The Adjuster,en,Comedy,Atom Egoyan,['Elias Koteas'],1991,6.0,/jLEgMqsrp5cyEFVdGMZK3nDHkQD.jpg,5.992045847402991
1820,Gô-hime,en,Drama,Hiroshi Teshigahara,"['Genpei Akasegawa', ' Rie Miyazawa']",1992,6.0,/k7c6OGACbkC9auBsPtrcqXyvrd7.jpg,5.955717926586803
1821,12 Storeys,en,Comedy,Eric Khoo,"['Eric Khoo', ' Yi Fong Quan']",1997,6.0,/5GIilY127OcmijmBcx2adBRZOQ5.jpg,5.955657760726187
1822,Rude,en,Crime,Clement Virgo,"['Ramiah Hylton', "" Damon D'Oliveira""]",1995,6.0,/7OMN9iNyIdP9c0JXSVjkGjvjFUk.jpg,5.955536937185931
1823,The Wooden Man's Bride,en,Drama,Jianxin Huang,"['Shih Chang', ' Shih Chang']",1994,6.0,/fSEKaXqvuVh5RiJMK8CNgJXbEPg.jpg,5.955536937185931
1824,Committed,en,Drama,William A. Levey,"['Ayanna DuLaney', "" Jennifer O'Neill""]",1991,5.0,/eurbjwZQJk56STHwfAkPtFjbhCl.jpg,5.639348990279717
1825,The Dark Side of the Sun,en,Drama,Bozidar 'Bota' Nikolic,"['Zeljko Mijanovic', ' Nikola Jovanovic', ' Guy Boyd']",1988,5.0,/nLc1Ij4qCbzrdxYpSb3yAswx01i.jpg,5.1134654313897725
1826,Coldblooded,en,Action,Wallace Wolodarsky,"['Jack S. Krevoy', ' Jason Priestley']",1995,6.0,/oRZRUO11vOnsSnHMQATeNM06Lsu.jpg,5.992616314908252
1827,The Winter Guest,en,Drama,Alan Rickman,"['Gary Hollywood', ' Phyllida Law']",1997,6.0,/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,5.9921016727721375
1828,Shiloh,en,Drama,Dale Rosenbloom,"['Dale Rosenbloom', ' Lawrence Faljean', ' Ramesh Iyer', ' Blake Heron']",1996,6.0,/jnhjXhqjH4MnGFGQOlYigZhVH6O.jpg,5.992036142482791
1829,The Autumn Heart,en,Drama,Steven Maler,"['Ariel Gabino Martínez González', ' Tyne Daly']",1999,6.0,/4qsYYKHfgNvK3MI1KUA7AJsraYx.jpg,5.955108819662275
1830,Glory Daze,en,Comedy,Rich Wilkes,"['Matthew Hennessey', ' Ben Affleck']",1995,5.0,/aZMYmtjim90B5ifnkHPUAVyfQ5L.jpg,5.112971745683944
1831,Ladybird Ladybird,en,Drama,Ken Loach,"['Valerie Hunkins', ' Christine Ellerbeck', ' Crissy Rock']",1994,7.0,/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,6.87137505720707
1832,Abendland,en,Drama,Fred Kelemen,"['Adolfo Assor', ' Adolfo Assor']",1999,6.0,/oaRkI5c3CkZEVFALcMMT66m3qlD.jpg,5.954860459051831
1833,Dou Sing 2 - Gai Tau Dou Sing,en,Action,Jing Wong,['Eric Kot'],1995,5.0,/7Z6rSAOhYDBdVpn87zBUJCXDMzg.jpg,5.646423391278663
1834,Homage,en,Crime,Ross Kagan Marks,"['Bob Goen', ' Blythe Danner']",1995,5.0,/udpChWE5UM1lxIHFem4VjcqdiGa.jpg,5.648216521351558
1835,Moonlight and Valentino,en,Comedy,David Anspaugh,['Elizabeth Perkins'],1995,5.0,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,5.108311497542172
1836,Ski Patrol,en,Action,Richard Correll,"['Jim Beatty', ' Richard Correll', ' Roger Rose']",1990,5.0,/4C2ACOM4EsPZCCKp1eFrFgYcmrP.jpg,5.104954887018746
1837,Dangerous Game,en,Drama,Abel Ferrara,"['Steve Albert', ' Juliette Hohnen', ' Natalie Jarman', ' Harvey Keitel']",1993,5.0,/uA33fZpS0EBDfo0v9dQ1oiOUSpf.jpg,5.103927976850005
1838,"English, August",en,Comedy,Dev Benegal,"['Dev Benegal', ' Tanvi Azmi']",1994,7.0,/ykYUzpUBCEBy0NeLlnqhyOSX1lR.jpg,6.169054776746449
1839,Committed,en,Comedy,Lisa Krueger,"['Kymberley McMahan', ' Lisa Krueger', ' Heather Graham']",2000,5.0,/dvP7wZRU80eu5P3qj1lhUgcrXU4.jpg,5.105428403314792
1840,"Hol volt, hol nem volt",en,Fantasy,Gyula Gazdag,"['Bálint Tolmár', ' László Faludi', ' Klári Poór', ' Dávid Vermes']",1987,6.0,/pXiDQ3srsu9w64g8gL4rNA5WDUN.jpg,5.9485238357957
1841,Incognito,en,Crime,John Badham,"['Jordan Katz', ' Bryan Matheson', ' Joseph Blatchley', ' Jason Patric']",1997,6.0,/1oqfg2IBGNFAFylDK56NXo558y2.jpg,5.992641287913072
1842,Frankenstein Unbound,en,Drama,Roger Corman,"['Roger Corman', ' Patrick Johnston', ' John Hurt']",1990,5.0,/lQqz6bxLsAcsekp7fbPDJek3CmO.jpg,5.1052384850021335
1843,Hiding Out,en,Comedy,Bob Giraldi,"['Anne Pitoniak', ' Nicky Hammerhead', ' Alexandra Auder', ' Jon Cryer']",1987,6.0,/n1INpdK4goM1XFQKDv9bsA9Bmd6.jpg,5.9926578429458885
1844,Held Up,en,Comedy,Steve Rash,"['Lane Price', ' Jamie Foxx']",1999,5.0,/sCVpxfI9NnjJ5lqjxa1Ccg84xKp.jpg,5.10507286688275
1845,The Waiting Game,en,Comedy,Ken Liotti,['Will Arnett'],1999,5.0,/pBKoPQ3XzlUl7Qh1QHafbIhLPph.jpg,5.738331930323023
1846,Tall Tale,en,Adventure,Jeremiah S. Chechik,['Patrick Swayze'],1995,5.0,/g20GsTJ3gDVEt17Z13vXzjJ7RON.jpg,5.103881776371299
1847,Strelets Neprikayannyy,en,Romance,Georgiy Shengeliya,"['Yelena Kuzmina', ' Irina Feofanova', ' Vladimir Ilin']",1993,6.0,/w3OFQAoJBOHDxD6YfrsS63oqC66.jpg,5.948279099674285
1848,That Old Feeling,en,Comedy,Carl Reiner,"['Tommy Flanagan', ' Bette Midler']",1997,6.0,/tKvnzlzNJK0f1abseNPupFF3s36.jpg,5.99267596766034
1849,Tierra,en,Drama,Julio Medem,"['Silke', ' Carmelo Gómez']",1996,7.0,/6hnIOGziWKCWNlbRkQhnz4vpyec.jpg,6.880601683903715
1850,There's Only One Jimmy Grimble,en,Comedy,John Hay,['Ciaran Griffiths'],2000,6.0,/kPXi6FjTLhM7aoHjdz7FWrqiWS6.jpg,5.992684176618353
1851,Grace of My Heart,en,Comedy,Allison Anders,"['Kathy Barbour', ' Cynthia Strother', ' Illeana Douglas']",1996,6.0,/uxHVD9NKZPA1PqGhr7XJDVhY8Yi.jpg,5.99269400311047
1852,Mountains of the Moon,en,Adventure,Bob Rafelson,"['Paul Onsongo', ' William Harrison', ' Patrick Bergin']",1990,7.0,/7OI8DUbPh37EXmJReeRkgUwK34x.jpg,6.880815419980862
1853,Gross Anatomy,en,Drama,Thom Eberhardt,"['Frank Foti Jr.', ' John Scott Clough', ' Matthew Modine']",1989,6.0,/iiexka8UFNQRjfrqMtzkDcnaEEW.jpg,5.9927038032404365
1854,Ciudad de Ciegos,en,Drama,Alberto Cortés,"['Zaide Silvia Gutiérrez', ' Gabriela Roel']",1991,6.0,/9fryAeDCNe1s4R7A3nq95GaoZuE.jpg,5.948279099674285
1855,Illuminata,en,Drama,John Turturro,"['Alexander Goodwin', ' Chris Papadopoulos']",1998,6.0,/r3QBgkLTtZawq5WQ3lswNWncGE4.jpg,5.985090960207617
1856,Amy,en,Drama,Nadia Tass,"['Monette Russo', ' Alana De Roma']",1997,6.0,/21F5CQvaHrkXZ0Y2TpQcTlmzAjW.jpg,5.974991656624118
1857,Chasers,en,Action,Dennis Hopper,"['Jim Lauderdale', ' Melissa Wyler', ' Ted Detwiler', ' Tom Berenger']",1994,5.0,/j8Q7pQ27hvH54wpxJzIuQgQCdro.jpg,5.063586953999248
1858,Class of 1999,en,Action,Mark L. Lester,"['Barbara Coffin', ' Sean Hagerty']",1990,5.0,/c2KF7Nb6tbLWR7FLh0FXYl3AqAE.jpg,5.054720069300371
1859,Space Truckers,en,Adventure,Stuart Gordon,"['Ciarán Fitzgerald', ' William Alexander']",1996,5.0,/4EnBPDZR7C2aB1N9RL4IAY4oZrv.jpg,5.054011800750545
1860,Music Box,en,Crime,Costa-Gavras,"['György Emõd', ' Márta Sebestyén', ' Jane MacIver', ' Jessica Lange']",1989,7.0,/k4t8cE0HwuYLNaKZBdkFHB0b3Y2.jpg,6.938452058226771
1861,Your Friends & Neighbors,en,Comedy,Neil LaBute,"['Walter Raney', ' Neil LaBute', ' Amy Brenneman']",1998,6.0,/tYj17sOVn2uD6bYgnI7rxzUVfZP.jpg,5.996243999527503
1862,An Angel at My Table,en,Biography,Jane Campion,"['Harry Lavington', ' Edith Campion', ' Kerry Fox']",1990,7.0,/kD0RtdwiNETK1yFVZYCwDxBA60B.jpg,6.93893190918304
1863,Havana,en,Drama,Sydney Pollack,['Robert Redford'],1990,6.0,/xtP28wLy4TAKOjXuAat4j4BOeLl.jpg,5.996268051674611
1864,Deadly Friend,en,Drama,Wes Craven,"['Michael Sharrett', ' Matthew Labyorteaux', ' Peter C. Graupner']",1986,5.0,/cLuIQDB0SjvptANfLTpNxs9tXcP.jpg,5.053431360683031
1865,Parents,en,Comedy,Bob Balaban,"['London Juno', ' Helen Carscallen', ' Randy Quaid']",1989,6.0,/iGVG2vKvG5fDDq8IcF3pfLfSxgt.jpg,5.996174884188289
1866,Mrs. Winterbourne,en,Comedy,Richard Benjamin,"['Jim Feather', ' Justin Van Lieshout', ' Shirley MacLaine']",1996,6.0,/4XNWsXCv7vY04RzxyUrN7zWHlxU.jpg,5.996227501085941
1867,Clifford,en,Comedy,Paul Flaherty,"['James Cary Flynn', ' Dmitri Michas', ' Martin Short']",1994,5.0,/w7H47l6scZ0JWxfD3CNxpZrb7SV.jpg,5.0547777908924605
1868,The Brothers McMullen,en,Comedy,Edward Burns,"['Edward Burns', ' Maxine Bahns']",1995,6.0,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,5.996170844995245
1869,Vatel,en,Biography,Roland Joffé,"['Nick Robinson', ' Gérard Depardieu']",2000,6.0,/cxd0iV2DzZsqICOgIftFSlPPTpB.jpg,5.996162740963489
1870,Consenting Adults,en,Crime,Alan J. Pakula,"['Benjamin Hendrickson', ' Kevin Kline']",1992,5.0,/6Xo8gru0YeSa24eeR7cfzQmvmKi.jpg,5.054958150504994
1871,Phantasm IV: Oblivion,en,Fantasy,Don Coscarelli,"['Jason Jacobs', ' Heidi Marnhout', ' Reggie Bannister', ' A. Michael Baldwin']",1998,5.0,/1mBU0bPgOKt0RarqGNyRUbLQbrn.jpg,5.055165735587166
1872,No Mercy,en,Crime,Richard Pearce,"['Dave Petitjean', ' Carl Gordon', ' Richard Gere']",1986,5.0,/iQozlPXgadwTvymHWH1mPWzM80a.jpg,5.055270117300672
1873,Cobb,en,Biography,Ron Shelton,"['Roger Clemens', "" Lawrence 'Crash' Davis"", ' Jay Chevalier', ' Tommy Lee Jones']",1994,6.0,/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg,5.996087762154696
1874,Stanley & Iris,en,Drama,Martin Ritt,"['Michael C. Blackburn', ' Jane Fonda']",1990,6.0,/AugbguhFPQ2aHDKMyBecaJiQLWy.jpg,5.996213494824745
1875,Head Above Water,en,Comedy,Jim Wilson,['Harvey Keitel'],1996,6.0,/974wqQhLjWUNlaHKRXLXyKonMGV.jpg,5.996126763813728
1876,Ridicule,en,Comedy,Patrice Leconte,"['Mirabelle Kirkland', ' Urbain Cancelier', ' Judith Godrèche', ' Charles Berling']",1996,7.0,/wAdYriruxRFtpvZ4na1PBEIkpY8.jpg,6.93593506277297
1877,Julien Donkey-Boy,en,Comedy,Harmony Korine,"['Ricky Ashley', ' Donna Smith', ' Ewen Bremner']",1999,6.0,/nEF2xQpojgAn0pr60MsADzEaamz.jpg,5.995917452075866
1878,The Believers,en,Crime,John Schlesinger,"['Ernst Haas', ' Shirley Anthony', ' Martin Sheen']",1987,6.0,/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg,5.9959164304172266
1879,Witchboard,en,Horror,Kevin Tenney,"['Kevin Tenney', ' Rose Marie', ' Tawny Kitaen', ' Todd Allen']",1986,5.0,/lTXxuF9oj86sOpQrkTtqhmuIF4g.jpg,5.058508276401411
1880,Henry Fool,en,Comedy,Hal Hartley,"['Paul Boocock', ' Marissa Chibas', ' Camille Paglia', ' Thomas Jay Ryan']",1997,7.0,/qo9xAVG0obbFQAIlDCpoL7plhpz.jpg,6.933085943705335
1881,Nothing in Common,en,Comedy,Garry Marshall,"['Andra Akers', ' Harry Gelt', ' Lynda Goodfriend', ' Tom Hanks']",1986,5.0,/elsvXioKqCglA3ACcP3cysDE8uF.jpg,5.058721461476878
1882,Her Alibi,en,Comedy,Bruce Beresford,"['Paulina Porizkova', ' Jo Ann Havrilla', ' Austin Hay', ' Tom Selleck']",1989,5.0,/k7XJHTjXZrbydSCYY1845gUVyDx.jpg,5.058728840398904
1883,Class Act,en,Comedy,Randall Miller,"['Christopher Reid', ' Mariann Aalda', ' Christopher Reid']",1992,6.0,/dpNMk28nbR0PU3vXRwEBv55yKoX.jpg,5.996085885331551
